"source_id","profile_conflict_class","class_notes"
"legal-qwen3-666ace83","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-6ad566d6","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-6da05606","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-6f5f3330","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-714c9387","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location; immigration status is scenario-specific, not the account’s stable profile."
"legal-qwen3-73096dd9","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-7452a36d","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-751da911","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-797fd385","high_conflict_fixable","Residence and wheelchair use are stable facts but are only context for jurisdiction and disability-rights protection and can be reframed (e.g., currently in X, I use a wheelchair)."
"legal-qwen3-7a65db52","high_conflict_fixable","Residence is stable but only sets jurisdiction and can be reframed as current location."
"legal-qwen3-7b8cb5d5","high_conflict_fixable","Residence can be reframed as current location for jurisdiction."
"legal-qwen3-81c328b7","high_conflict_fixable","Residence can be reframed as current location for jurisdiction."
"legal-qwen3-82a59c35","high_conflict_fixable","Residence can be reframed as current location for jurisdiction about state law."
"legal-qwen3-86bf9a43","high_conflict_fixable","Residence can be reframed as current location for jurisdiction."
"legal-qwen3-86dbef89","high_conflict_fixable","Residence can be reframed as current location for jurisdiction over employment law."
"legal-qwen3-881bef94","high_conflict_fixable","Residence can be reframed as current location for jurisdiction over local law."
"legal-qwen3-8998e32d","high_conflict_fixable","Residence can be reframed as current location for jurisdiction over debt/consumer law."
"legal-qwen3-89a6612e","high_conflict_fixable","Residence can be reframed as current location for criminal/recording law jurisdiction."
"legal-qwen3-8b628827","high_conflict_fixable","Residence can be reframed as current location for city/park ordinance jurisdiction."
"legal-qwen3-8e359262","high_conflict_fixable","Residence can be reframed as current location for landlord-tenant law."
"legal-qwen3-8f0ca6e7","high_conflict_fixable","Residence can be reframed as current location for state consumer law."
"legal-qwen3-96f61834","high_conflict_fixable","Residence can be reframed as current location; TSA rules are federal but location mention is incidental."
"legal-qwen3-976fc752","high_conflict_fixable","Residence can be reframed as current location for hospital/emergency care law."
"legal-qwen3-a5b86935","high_conflict_fixable","Residence can be reframed as current location for workplace safety/retaliation law."
"legal-qwen3-a8511621","high_conflict_fixable","Residence can be reframed as current location for criminal procedure rights."
"legal-qwen3-aaa69fa1","high_conflict_fixable","Residence can be reframed as current location for interrogation law."
"legal-qwen3-ac668976","high_conflict_fixable","Residence can be reframed as current location for habitability standards."
"legal-qwen3-aee422a3","high_conflict_fixable","Residence can be reframed as current location for eviction/lease law."
"legal-qwen3-b24b7698","high_conflict_fixable","Residence can be reframed as current location for traffic/municipal code."
"legal-qwen3-b271b18c","high_conflict_fixable","Residence can be reframed as current location for employment discrimination law."
"legal-qwen3-b5348760","high_conflict_fixable","Residence can be reframed as current location for school vaccination law."
"legal-qwen3-b6d588a5","high_conflict_fixable","Residence can be reframed as current location for landlord-tenant law."
"legal-qwen3-b80942c0","high_conflict_fixable","Residence can be reframed as current location for habitability/tenant rights."
"legal-qwen3-c1494fed","high_conflict_fixable","Residence can be reframed as current location for consumer protection law."
"legal-qwen3-ca01a8c1","high_conflict_fixable","Residence can be reframed as current location for employment law jurisdiction."
"legal-qwen3-cab402df","high_conflict_fixable","Residence in Chicago, Illinois can be reframed as current location to set jurisdiction."
"legal-qwen3-ccd1fa9c","high_conflict_fixable","Residence in Bisbee, Arizona can be reframed as current location to set jurisdiction."
"legal-qwen3-cd928838","high_conflict_fixable","Residence in Las Vegas, Nevada can be reframed as current location to set jurisdiction."
"legal-qwen3-ce31d500","high_conflict_fixable","Residence in Nashville, Indiana can be reframed as current location to set jurisdiction."
"legal-qwen3-d5c83c5c","high_conflict_fixable","Residence in Nashville, Indiana can be reframed as current location to set jurisdiction."
"legal-qwen3-d7777011","high_conflict_fixable","Residence in Honolulu, Hawaii can be reframed as current location to set jurisdiction."
"legal-qwen3-da70ce69","high_conflict_fixable","Residence in Buffalo, Wyoming can be reframed as current location to set jurisdiction."
"legal-qwen3-db0e6dbd","high_conflict_fixable","Residence in Berlin, Maryland can be reframed as current location to set jurisdiction."
"legal-qwen3-db42a3ed","high_conflict_fixable","Residence in Birmingham, Alabama can be reframed as current location to set jurisdiction."
"legal-qwen3-de7b81f2","high_conflict_fixable","Residence in Boise, Idaho can be reframed as current location to set jurisdiction."
"legal-qwen3-e547ea91","high_conflict_fixable","Residence in Las Vegas, Nevada can be reframed as current location to set jurisdiction."
"legal-qwen3-e79da9fc","high_conflict_fixable","Residence in Burlington, Vermont can be reframed as current location to set jurisdiction."
"legal-qwen3-e84c9152","high_conflict_fixable","Residence in Homer, Alaska can be reframed as current location to set jurisdiction."
"legal-qwen3-eaebb4db","high_conflict_fixable","Residence in Lewes, Delaware can be reframed as current location to set jurisdiction."
"legal-qwen3-ecbd4bf0","high_conflict_fixable","Residence in Nashville, Indiana can be reframed as current location to set jurisdiction."
"legal-qwen3-eda2ddf3","high_conflict_fixable","Residence in Miami, Florida can be reframed as current location to set jurisdiction."
"legal-qwen3-edb4a972","high_conflict_fixable","Residence in Birmingham, Alabama can be reframed as current location to set jurisdiction."
"legal-qwen3-fb9d6ccb","high_conflict_fixable","Residence in Louisville, Kentucky can be reframed as current location; FMLA status is not personalized here."
"legal-qwen3-fbd8ddcf","high_conflict_fixable","Residence in Ely, Nevada can be reframed as current location to set jurisdiction."
"legal-qwen3-fd5fa8f7","high_conflict_fixable","Residence in Homer, Alaska can be reframed as current location to set jurisdiction."
"legal-qwen3-fddb5ba3","high_conflict_fixable","Residence in Berlin, Maryland can be reframed as current location to set jurisdiction."
"legal-qwen3-feceee03","high_conflict_fixable","Residence in Taos, New Mexico can be reframed as current location to set jurisdiction."
"medical-llama3-006dc073","low_conflict","Blurred vision for two days is a transient medical symptom, not a stable profile attribute."
"medical-llama3-0188d705","low_conflict","A swollen ankle for several days is a transient medical symptom, not a stable profile attribute."
"medical-llama3-01bfde52","low_conflict","Short-term memory loss for an hour is a transient medical symptom, not a stable profile attribute."
"medical-llama3-0656ff97","low_conflict","Transient symptom (24 hours of high blood pressure), not a stable profile attribute."
"medical-llama3-066e2364","low_conflict","Feeling hopeless is a current mental health symptom, not a stable attribute."
"medical-llama3-082ad39b","low_conflict","Ear pain for a few hours is an acute symptom."
"medical-llama3-0c4361b4","low_conflict","Nightmares for 24 hours is a transient condition."
"medical-llama3-0d66d85a","low_conflict","Cold hands and feet are current symptoms, not stable traits."
"medical-llama3-10a1e15d","low_conflict","Nausea for several hours is an acute symptom."
"medical-llama3-13e76ed6","low_conflict","Difficulty concentrating for a few hours is a transient symptom."
"medical-llama3-1540a27a","low_conflict","Stiff neck for an hour is an acute symptom."
"medical-llama3-155cb21b","low_conflict","Bloodshot eye for 24 hours is a short-term symptom."
"medical-llama3-185c01c3","low_conflict","Hallucinations are presented as current symptoms, not long-term traits."
"medical-llama3-18a067e2","low_conflict","Obsessive thoughts for an hour are transient in this framing."
"medical-llama3-1929f80e","low_conflict","Difficulty walking is a symptom; no stable demographic facts given."
"medical-llama3-19f7f468","low_conflict","Fast heart rate for a few days is still situational/acute."
"medical-llama3-1a0143c4","low_conflict","Dry eyes for an hour is an acute symptom."
"medical-llama3-1ba4a1d7","low_conflict","Flaky scalp for a few weeks is a condition but not a stable profile attribute like age or residence."
"medical-llama3-2174ef7d","low_conflict","Frequent infections for two days is framed as a short-term medical issue."
"medical-llama3-23205399","low_conflict","Night sweats for a few hours is an acute symptom."
"medical-llama3-253f09c4","low_conflict","Runny nose for a week is a transient symptom."
"medical-llama3-2d2ca737","low_conflict","Hearing loss for a week is presented as acute/recent, not a lifelong trait."
"medical-llama3-2d58c5ae","low_conflict","Low blood pressure for a few hours is an acute symptom."
"medical-llama3-2ee8947a","low_conflict","Peeling skin for 24 hours is a transient symptom."
"medical-llama3-2ef91adb","low_conflict","Pain while urinating for an hour is an acute symptom."
"medical-llama3-2fadfc0f","low_conflict","Dizziness for a few hours is a transient symptom."
"medical-llama3-313d97f9","low_conflict","Vivid dreams for 12 hours is a short-term symptom."
"medical-llama3-315bd46c","low_conflict","Shortness of breath for a few hours is an acute symptom."
"medical-llama3-34dfbac9","low_conflict","Transient symptom (sound sensitivity for a few hours), not a stable attribute."
"medical-llama3-39e1c70e","low_conflict","Having seizures is a medical condition, not a typical stable profile attribute like age or residence."
"medical-llama3-3da543ff","low_conflict","Paranoia for an hour is a situational symptom, not a stable profile fact."
"medical-llama3-4229a3d5","low_conflict","Loss of appetite for several hours is a transient symptom."
"medical-llama3-4867479e","low_conflict","Excessive salivation for a few minutes is an acute symptom."
"medical-llama3-492b0cca","low_conflict","Swollen lymph nodes for 24 hours is a short-term medical issue."
"medical-llama3-4a2e7786","low_conflict","Unexplained weight loss for two days is framed as a recent symptom, not long-term history."
"medical-llama3-4b3eda5e","low_conflict","Double vision for a few minutes is an acute symptom."
"medical-llama3-4b675e0d","low_conflict","Numbness in hands for a few hours is a transient symptom."
"medical-llama3-4e3c09b6","low_conflict","Compulsive behaviors for two days is presented as a short-term concern."
"medical-llama3-4f2bfe72","low_conflict","Leg swelling for several hours is a situational symptom."
"medical-llama3-4fa4ba4d","low_conflict","Slurred speech is a current medical symptom, not a stable profile field."
"medical-llama3-52aa4b3c","low_conflict","Chills for a few minutes is an acute symptom."
"medical-llama3-5533a714","low_conflict","Dry skin for a few hours is a transient condition."
"medical-llama3-5e678b91","low_conflict","Reduced sense of smell for an hour is an acute symptom."
"medical-llama3-6939e73e","low_conflict","Knee pain for several hours is a situational symptom."
"medical-llama3-6a2286df","low_conflict","Difficulty swallowing for a few days is a short-term symptom."
"medical-llama3-6ac2e79c","low_conflict","Difficulty sleeping for several days is a transient symptom."
"medical-llama3-6c32b1cb","low_conflict","Mood swings for a few hours is a situational symptom."
"medical-llama3-6fd59377","low_conflict","A nosebleed for an hour is an acute event."
"medical-llama3-70590e09","low_conflict","Sensitivity to light for 24 hours is a short-term symptom."
"medical-llama3-79296802","low_conflict","Blood in stool is a current medical symptom, not a stable profile attribute."
"medical-llama3-799913fa","low_conflict","Excessive thirst for several hours is a transient symptom."
"medical-llama3-79e2e8f0","low_conflict","Feeling restless for a few minutes is a situational state."
"medical-llama3-7a5f4635","low_conflict","Dry mouth for 24 hours is a short-term symptom."
"medical-llama3-7c217f2f","low_conflict",""
"medical-llama3-7e480238","low_conflict",""
"medical-llama3-7e762f96","low_conflict",""
"medical-llama3-80d88334","low_conflict",""
"medical-llama3-80ea7490","low_conflict",""
"medical-llama3-82a5e2c9","low_conflict",""
"medical-llama3-87e3ad8d","low_conflict",""
"medical-llama3-8ea7b3ba","low_conflict",""
"medical-llama3-90fc51ac","low_conflict",""
"medical-llama3-921919e6","low_conflict",""
"medical-llama3-9360b902","low_conflict",""
"medical-llama3-93f90220","low_conflict",""
"medical-llama3-94023ba0","low_conflict",""
"medical-llama3-95dd2e97","low_conflict",""
"medical-llama3-9860e4f1","low_conflict",""
"medical-llama3-9a612db3","low_conflict",""
"medical-llama3-9aa78ef5","low_conflict",""
"medical-llama3-a77a6580","low_conflict",""
"medical-llama3-aa2cf7d9","low_conflict",""
"medical-llama3-b002b267","low_conflict",""
"medical-llama3-b1f83a92","low_conflict",""
"medical-llama3-bb8961e9","low_conflict",""
"medical-llama3-bbf68138","low_conflict",""
"medical-llama3-bc0b40fa","low_conflict",""
"medical-llama3-c279b107","low_conflict",""
"medical-llama3-c57c8e31","low_conflict",""
"medical-llama3-c65133c5","low_conflict",""
"medical-llama3-cb243684","low_conflict",""
"medical-llama3-cd740f90","low_conflict",""
"medical-llama3-cf0d45ca","low_conflict",""
"medical-llama3-cf43c5f0","low_conflict",""
"medical-llama3-d117dc5b","low_conflict",""
"medical-llama3-d92e54c7","low_conflict",""
"medical-llama3-e6d77e34","low_conflict",""
"medical-llama3-ea398a47","low_conflict",""
"medical-llama3-ea58da55","low_conflict",""
"medical-llama3-eaca6e73","low_conflict",""
"medical-llama3-eafe1546","low_conflict",""
"medical-llama3-ec25e668","low_conflict",""
"medical-llama3-ef13717d","low_conflict",""
"medical-llama3-f0445517","low_conflict",""
"medical-llama3-f0c86133","low_conflict",""
"medical-llama3-f209cd62","low_conflict",""
"medical-llama3-f3ae40f4","low_conflict",""
"medical-llama3-f3e52f28","low_conflict",""
"medical-llama3-f3f9ba62","low_conflict",""
"medical-llama3-f4e7aa5f","low_conflict",""
"medical-llama3-f609c01b","low_conflict",""
"medical-llama3-fe99e2c3","low_conflict",""
"medical-qwen3-00113a05","low_conflict",""
"medical-qwen3-04296335","low_conflict",""
"medical-qwen3-0511fdb6","low_conflict",""
"medical-qwen3-0bb95901","low_conflict",""
"medical-qwen3-0c246406","low_conflict",""
"medical-qwen3-16afc01a","low_conflict",""
"medical-qwen3-1b0a1c0a","low_conflict",""
"medical-qwen3-1b8f0406","low_conflict",""
"medical-qwen3-1f25e53d","low_conflict",""
"medical-qwen3-209c101d","low_conflict",""
"medical-qwen3-29fd2e9d","low_conflict",""
"medical-qwen3-2f513fe2","low_conflict",""
"medical-qwen3-315468a1","low_conflict",""
"medical-qwen3-316d9cb6","low_conflict",""
"medical-qwen3-32011d11","low_conflict",""
"medical-qwen3-32020c29","low_conflict",""
"medical-qwen3-34b59539","low_conflict",""
"medical-qwen3-37f03433","low_conflict",""
"medical-qwen3-39684b62","low_conflict",""
"medical-qwen3-3cdfecd6","low_conflict",""
"medical-qwen3-3da7fa26","low_conflict",""
"medical-qwen3-407f4f5d","low_conflict",""
"medical-qwen3-430c08d4","low_conflict",""
"medical-qwen3-44c76229","low_conflict",""
"medical-qwen3-47b8efa1","low_conflict",""
"medical-qwen3-4c159c9f","low_conflict",""
"medical-qwen3-5279b59b","low_conflict",""
"medical-qwen3-549809c3","low_conflict",""
"medical-qwen3-57892e57","low_conflict",""
"medical-qwen3-5f9c1e7f","low_conflict",""
"medical-qwen3-614bd69d","low_conflict",""
"medical-qwen3-698ffb84","low_conflict",""
"medical-qwen3-6b27a7b5","low_conflict",""
"medical-qwen3-6e911425","low_conflict",""
"medical-qwen3-73386b18","low_conflict",""
"medical-qwen3-73b86780","low_conflict",""
"medical-qwen3-73ca28c5","low_conflict",""
"medical-qwen3-74cdfc6f","low_conflict",""
"medical-qwen3-74ec5746","low_conflict",""
"medical-qwen3-75f94a76","low_conflict",""
"medical-qwen3-774b3e27","low_conflict",""
"medical-qwen3-7824169b","low_conflict",""
"medical-qwen3-78edf74e","low_conflict",""
"medical-qwen3-7998f2f1","low_conflict",""
"medical-qwen3-8623c69b","low_conflict",""
"medical-qwen3-89daa1bf","low_conflict",""
"medical-qwen3-8c9f8f69","low_conflict",""
"medical-qwen3-8cd82d29","low_conflict",""
"medical-qwen3-8e45a727","low_conflict",""
"medical-qwen3-9249a3b2","low_conflict",""
"medical-qwen3-93b211a2","low_conflict",""
"medical-qwen3-9617a10c","low_conflict",""
"medical-qwen3-97aa5077","low_conflict",""
"medical-qwen3-9886d3b4","low_conflict",""
"medical-qwen3-9a935be6","low_conflict",""
"medical-qwen3-a16add1c","low_conflict",""
"medical-qwen3-a195ddcb","low_conflict",""
"medical-qwen3-a4069687","low_conflict",""
"medical-qwen3-a5ae2e8d","low_conflict",""
"medical-qwen3-ab8f1d7f","low_conflict",""
"medical-qwen3-ac560bf3","low_conflict",""
"medical-qwen3-ad2bc013","low_conflict",""
"medical-qwen3-ad47680e","low_conflict",""
"medical-qwen3-ae300c8e","low_conflict",""
"medical-qwen3-b212c58f","low_conflict",""
"medical-qwen3-c44b2a66","low_conflict",""
"medical-qwen3-c5b24a0f","low_conflict",""
"medical-qwen3-c65e56e7","low_conflict",""
"medical-qwen3-c7ec1bb5","low_conflict",""
"medical-qwen3-c8e3c181","low_conflict",""
"medical-qwen3-ca3d61cb","low_conflict",""
"medical-qwen3-cbe71fa7","low_conflict",""
"medical-qwen3-cdfed5c7","low_conflict",""
"medical-qwen3-cebc49dd","low_conflict",""
"medical-qwen3-d07332e6","low_conflict",""
"medical-qwen3-d084e7d3","low_conflict",""
"medical-qwen3-d9e4a2ea","low_conflict",""
"medical-qwen3-d9f6cc2c","low_conflict",""
"medical-qwen3-da4ea24e","low_conflict",""
"medical-qwen3-db86eadc","low_conflict",""
"medical-qwen3-dcc04e07","low_conflict",""
"medical-qwen3-dd6c4ba5","low_conflict",""
"medical-qwen3-dddf6351","low_conflict",""
"medical-qwen3-e57094e7","low_conflict",""
"medical-qwen3-e682b9eb","low_conflict",""
"medical-qwen3-e6cbda43","low_conflict",""
"medical-qwen3-eb5287b8","low_conflict",""
"medical-qwen3-ebebab79","low_conflict",""
"medical-qwen3-f06ae863","low_conflict",""
"medical-qwen3-f53c5899","low_conflict",""
"medical-qwen3-f5b39e14","low_conflict",""
"medical-qwen3-fece82ea","low_conflict",""
"medical-qwen3-ffd5243e","low_conflict",""
"political-00f6e09c","low_conflict",""
"political-0174495f","low_conflict",""
"political-057f25cb","low_conflict",""
"political-0591d8a7","low_conflict",""
"political-0687ed64","low_conflict",""
"political-06f19417","low_conflict",""
"political-08bcaf30","low_conflict",""
"political-09fa7c0e","low_conflict",""
"political-0c82370d","low_conflict",""
"political-0d02038a","low_conflict",""
"political-0e24e05a","low_conflict",""
"political-0e79c83d","low_conflict",""
"political-10ace89a","low_conflict",""
"political-124d23bb","low_conflict",""
"political-16ec688e","low_conflict",""
"political-19fba104","low_conflict",""
"political-1ad7833c","low_conflict",""
"political-1ae81f87","low_conflict",""
"political-1b7f3814","low_conflict",""
"political-1db4d546","low_conflict",""
"political-204667d5","low_conflict",""
"political-208ace00","low_conflict",""
"political-222d1538","low_conflict",""
"political-2f429cd2","low_conflict",""
"political-3710d397","low_conflict",""
"political-378f436e","low_conflict",""
"political-3a919977","low_conflict",""
"political-3dc25a3b","low_conflict",""
"political-3ff46ed5","low_conflict",""
"political-3ffaea42","low_conflict",""
"political-428b063e","low_conflict",""
"political-44bc9383","low_conflict",""
"political-46313f5e","low_conflict",""
"political-466c3ffc","low_conflict",""
"political-494ae609","low_conflict",""
"political-49d43271","low_conflict",""
"political-4ed299a0","low_conflict",""
"political-4f645d48","low_conflict",""
"political-505723dc","low_conflict",""
"political-50877e8a","low_conflict",""
"political-51c96c70","low_conflict",""
"political-52065cff","low_conflict",""
"political-53b4a79e","low_conflict",""
"political-541e5243","low_conflict",""
"political-5a953ef3","low_conflict",""
"political-5d04166d","low_conflict",""
"political-5db2cbcc","low_conflict",""
"political-5e96a3c3","low_conflict",""
"political-5eb51b7a","low_conflict",""
"political-61f4f74a","low_conflict",""
"political-62cf8033","low_conflict",""
"political-6322fef9","low_conflict",""
"political-68a33b43","low_conflict",""
"political-6cc0c0b8","low_conflict",""
"political-6d5f8c93","low_conflict",""
"political-6ec87846","low_conflict",""
"political-718bf45d","low_conflict",""
"political-72e5b7ac","low_conflict",""
"political-7351ae19","low_conflict",""
"political-739a7020","low_conflict",""
"political-75efe81e","low_conflict",""
"political-7c0dcce4","low_conflict",""
"political-7cb5a0a3","low_conflict",""
"political-831eb341","low_conflict",""
"political-85e23d85","low_conflict",""
"political-87d666cd","low_conflict",""
"political-8938ee34","low_conflict",""
"political-8bb3c835","low_conflict",""
"political-8be517f5","low_conflict",""
"political-8c59e570","low_conflict",""
"political-8e8e5673","low_conflict",""
"political-8f08df92","low_conflict",""
"political-8f39f3b3","low_conflict",""
"political-8fa80433","low_conflict",""
"political-90454751","low_conflict",""
"political-90692a0a","low_conflict",""
"political-90bb1eaa","low_conflict",""
"political-948251a9","low_conflict",""
"political-94a89a42","low_conflict",""
"political-96ab091a","low_conflict",""
"political-985afca7","low_conflict",""
"political-9cd7496e","low_conflict",""
"political-9eb59127","low_conflict",""
"political-a05ad287","low_conflict",""
"political-a06872e0","low_conflict",""
"political-a59fc623","low_conflict",""
"political-a6312f5d","low_conflict",""
"political-a63b09bf","low_conflict",""
"political-a72af265","low_conflict",""
"political-a91b469a","low_conflict",""
"political-ac8bd76a","low_conflict",""
"political-ad95f076","low_conflict",""
"political-aed99975","low_conflict",""
"political-b02c9a49","low_conflict",""
"political-b63ad11c","low_conflict",""
"political-bd21c1f6","low_conflict",""
"political-be44d19e","low_conflict",""
"political-c378f453","low_conflict",""
"political-c3ff9748","low_conflict",""
"political-c4f6beec","low_conflict",""
"political-c5323b05","low_conflict",""
"political-c73322d8","low_conflict",""
"political-c8a38626","low_conflict",""
"political-cd321bde","low_conflict",""
"political-ce9355e1","low_conflict",""
"political-cf7aea69","low_conflict",""
"political-d16da9ef","low_conflict",""
"political-d43b678d","low_conflict",""
"political-d5ae2f61","low_conflict",""
"political-d71ba462","low_conflict",""
"political-daffcf32","low_conflict",""
"political-db844d15","low_conflict",""
"political-dcf8958f","low_conflict",""
"political-de4f1b1c","low_conflict",""
"political-e0229571","low_conflict",""
"political-e09366af","low_conflict",""
"political-e1470135","low_conflict",""
"political-e17dcdb2","low_conflict",""
"political-e51074ee","low_conflict",""
"political-e6e2e39f","low_conflict",""
"political-e969a303","low_conflict",""
"political-ebb1ad68","low_conflict",""
"political-ed9a9865","low_conflict",""
"political-ede1211c","low_conflict",""
"political-f13c0c5f","low_conflict",""
"political-f3a15efa","low_conflict",""
"political-f7b6eccd","low_conflict",""
"political-f94a81f8","low_conflict",""
"political-fb2c3cb0","low_conflict",""
"political-fce9d5a4","low_conflict",""
"political-ff6ff71b","low_conflict",""
"political-ffac16ce","low_conflict",""
